"email_id","email_text","email_version","hour","weekday","user_country","user_past_purchases"
848408,"long_email","personalized",9,"Thursday","US",3
933307,"short_email","personalized",13,"Saturday","UK",7
531458,"long_email","generic",12,"Sunday","US",0
279809,"short_email","generic",6,"Monday","FR",4
654867,"long_email","generic",11,"Friday","US",2
302310,"long_email","personalized",3,"Monday","US",2
744254,"short_email","personalized",5,"Wednesday","US",2
824187,"short_email","generic",14,"Thursday","US",7
162445,"long_email","personalized",9,"Wednesday","US",1
535751,"long_email","generic",14,"Saturday","US",2
14615,"long_email","personalized",3,"Friday","US",8
801998,"short_email","generic",3,"Tuesday","US",3
900493,"long_email","generic",10,"Friday","UK",4
895390,"short_email","generic",11,"Saturday","FR",0
447436,"short_email","personalized",2,"Wednesday","US",7
243216,"long_email","personalized",3,"Saturday","US",4
173221,"long_email","personalized",17,"Friday","US",3
252267,"short_email","personalized",11,"Friday","US",1
932708,"long_email","generic",5,"Wednesday","US",3
197682,"long_email","generic",4,"Thursday","FR",1
730845,"long_email","personalized",6,"Thursday","FR",1
30579,"short_email","generic",22,"Tuesday","US",0
162182,"long_email","generic",17,"Tuesday","US",2
318831,"long_email","personalized",9,"Saturday","US",4
688956,"short_email","generic",1,"Sunday","US",2
767558,"short_email","personalized",10,"Saturday","UK",5
71258,"long_email","generic",9,"Wednesday","US",0
787792,"long_email","personalized",9,"Thursday","US",0
914615,"short_email","personalized",2,"Friday","UK",0
164955,"short_email","generic",22,"Wednesday","UK",0
451364,"long_email","personalized",9,"Saturday","UK",7
343175,"long_email","personalized",5,"Saturday","UK",2
621532,"short_email","generic",6,"Sunday","US",0
211056,"long_email","generic",9,"Tuesday","US",4
815198,"short_email","generic",9,"Friday","UK",3
985883,"short_email","personalized",18,"Sunday","US",10
347192,"short_email","generic",5,"Monday","UK",5
936882,"long_email","personalized",4,"Saturday","FR",3
364525,"long_email","generic",9,"Friday","US",9
468210,"short_email","generic",3,"Friday","US",5
891581,"short_email","personalized",20,"Saturday","UK",4
543404,"long_email","generic",5,"Wednesday","US",0
593635,"short_email","personalized",3,"Wednesday","ES",6
20650,"short_email","personalized",6,"Tuesday","US",4
325503,"short_email","generic",9,"Tuesday","US",7
8101,"short_email","personalized",12,"Thursday","UK",3
304123,"short_email","personalized",7,"Friday","UK",1
18655,"long_email","generic",3,"Wednesday","US",8
680160,"short_email","personalized",10,"Monday","FR",7
284567,"short_email","generic",12,"Monday","UK",11
71695,"long_email","personalized",7,"Monday","ES",1
847620,"long_email","personalized",18,"Wednesday","US",9
734689,"short_email","generic",1,"Friday","US",10
794013,"long_email","generic",16,"Thursday","UK",0
452900,"short_email","personalized",8,"Tuesday","ES",6
569894,"short_email","personalized",14,"Tuesday","US",0
800338,"short_email","generic",3,"Sunday","US",2
199047,"short_email","personalized",5,"Thursday","FR",5
437060,"long_email","personalized",7,"Wednesday","US",7
484318,"long_email","generic",19,"Thursday","US",10
208942,"short_email","personalized",12,"Saturday","US",4
600547,"short_email","generic",1,"Sunday","UK",3
682820,"short_email","personalized",2,"Friday","FR",0
720808,"long_email","generic",5,"Saturday","US",1
668359,"short_email","personalized",11,"Friday","US",4
789779,"short_email","generic",1,"Tuesday","UK",0
991867,"short_email","generic",2,"Tuesday","US",3
394827,"short_email","personalized",14,"Sunday","ES",0
197783,"short_email","generic",4,"Saturday","US",3
191979,"long_email","personalized",7,"Tuesday","US",3
229703,"long_email","generic",9,"Thursday","US",3
141458,"short_email","personalized",11,"Tuesday","US",5
458830,"short_email","personalized",10,"Thursday","US",0
839903,"short_email","generic",7,"Saturday","US",4
759508,"long_email","generic",5,"Friday","UK",10
965497,"long_email","personalized",6,"Wednesday","UK",8
481625,"long_email","generic",14,"Saturday","UK",4
572307,"long_email","generic",9,"Friday","US",9
593567,"short_email","personalized",8,"Monday","FR",0
247208,"short_email","generic",10,"Wednesday","UK",2
255711,"long_email","generic",12,"Tuesday","ES",1
807304,"long_email","personalized",8,"Saturday","US",6
720557,"short_email","personalized",11,"Sunday","US",1
327834,"long_email","generic",11,"Thursday","UK",2
8706,"short_email","personalized",5,"Sunday","ES",0
384885,"long_email","generic",2,"Sunday","ES",2
562233,"short_email","generic",2,"Tuesday","UK",0
357194,"long_email","generic",4,"Monday","ES",7
189967,"short_email","personalized",11,"Friday","US",0
351294,"short_email","personalized",1,"Saturday","FR",7
472116,"long_email","personalized",9,"Saturday","UK",4
553207,"short_email","personalized",17,"Thursday","ES",0
333672,"short_email","personalized",11,"Saturday","US",4
661354,"short_email","generic",3,"Tuesday","UK",2
33874,"long_email","generic",4,"Sunday","US",0
100672,"long_email","personalized",13,"Wednesday","ES",1
405096,"long_email","personalized",3,"Wednesday","FR",0
276320,"long_email","personalized",8,"Monday","US",5
395606,"long_email","generic",10,"Thursday","UK",0
166000,"long_email","personalized",16,"Monday","FR",3
324482,"long_email","generic",11,"Sunday","US",4
597793,"short_email","generic",1,"Wednesday","US",2
257273,"long_email","personalized",4,"Monday","US",9
896882,"long_email","personalized",11,"Sunday","ES",0
125436,"short_email","generic",5,"Saturday","UK",4
520477,"long_email","generic",1,"Friday","FR",6
117929,"short_email","generic",4,"Saturday","US",1
944414,"long_email","personalized",15,"Sunday","US",1
728331,"short_email","generic",4,"Friday","US",0
827276,"long_email","personalized",7,"Wednesday","US",2
605131,"short_email","personalized",7,"Thursday","UK",1
998600,"long_email","personalized",21,"Tuesday","UK",4
931136,"short_email","personalized",13,"Saturday","US",1
933492,"short_email","generic",11,"Sunday","US",1
894119,"long_email","personalized",11,"Saturday","UK",6
242573,"long_email","personalized",7,"Monday","ES",2
74984,"short_email","generic",3,"Friday","US",3
916316,"long_email","personalized",11,"Friday","UK",9
731939,"long_email","generic",15,"Saturday","US",2
148920,"long_email","generic",6,"Sunday","US",0
720658,"long_email","personalized",7,"Friday","US",8
237559,"short_email","generic",7,"Friday","ES",0
313461,"short_email","generic",7,"Saturday","US",8
261056,"short_email","personalized",9,"Sunday","US",0
288464,"short_email","generic",3,"Sunday","US",2
164516,"short_email","generic",13,"Saturday","FR",4
827291,"long_email","personalized",12,"Tuesday","UK",2
336996,"short_email","generic",12,"Tuesday","US",2
122452,"long_email","generic",8,"Sunday","US",2
978880,"short_email","generic",19,"Wednesday","UK",5
830772,"long_email","generic",3,"Wednesday","UK",4
551560,"short_email","personalized",10,"Saturday","US",11
902364,"long_email","generic",13,"Friday","US",2
306311,"long_email","personalized",7,"Tuesday","US",0
133781,"long_email","personalized",16,"Monday","US",1
700220,"short_email","generic",5,"Sunday","FR",6
212410,"short_email","generic",9,"Friday","UK",3
916664,"short_email","personalized",2,"Saturday","ES",3
580762,"long_email","personalized",2,"Friday","US",0
361459,"long_email","generic",1,"Monday","US",8
833402,"long_email","generic",4,"Monday","US",3
894044,"long_email","generic",15,"Friday","UK",0
608129,"short_email","generic",8,"Monday","ES",7
373690,"short_email","personalized",7,"Sunday","US",0
326737,"short_email","personalized",12,"Wednesday","UK",4
424434,"short_email","generic",6,"Friday","US",0
149825,"long_email","generic",4,"Friday","UK",4
714146,"long_email","personalized",8,"Wednesday","US",11
611551,"short_email","personalized",6,"Sunday","US",5
685691,"short_email","personalized",2,"Tuesday","US",5
798523,"long_email","generic",7,"Tuesday","US",7
479681,"short_email","personalized",8,"Friday","US",1
179718,"short_email","generic",9,"Saturday","US",1
395785,"long_email","generic",6,"Sunday","US",1
585408,"short_email","personalized",9,"Sunday","FR",0
857416,"short_email","personalized",11,"Monday","US",2
582233,"short_email","generic",7,"Saturday","ES",10
439580,"long_email","generic",2,"Monday","UK",7
242091,"long_email","generic",11,"Sunday","US",2
238747,"short_email","personalized",12,"Thursday","ES",7
303394,"long_email","generic",7,"Wednesday","US",4
130787,"short_email","personalized",1,"Wednesday","US",1
31402,"long_email","personalized",12,"Sunday","FR",5
826155,"long_email","personalized",6,"Monday","US",6
216096,"long_email","personalized",16,"Sunday","ES",2
646557,"short_email","generic",4,"Thursday","FR",1
346035,"short_email","generic",16,"Tuesday","US",4
898901,"short_email","personalized",3,"Sunday","US",6
539189,"short_email","generic",12,"Monday","UK",2
168415,"short_email","generic",10,"Friday","US",1
647611,"short_email","personalized",7,"Monday","US",0
203649,"short_email","generic",4,"Monday","US",9
216467,"long_email","personalized",11,"Monday","US",2
983758,"short_email","personalized",14,"Saturday","UK",0
352524,"long_email","generic",5,"Saturday","UK",13
177488,"short_email","generic",2,"Friday","UK",4
909966,"long_email","generic",7,"Friday","US",0
536169,"short_email","personalized",8,"Friday","UK",6
512237,"long_email","personalized",7,"Sunday","US",2
704969,"short_email","generic",5,"Thursday","FR",3
510028,"short_email","personalized",14,"Saturday","UK",6
244845,"short_email","generic",1,"Friday","UK",2
160339,"short_email","generic",5,"Thursday","US",4
72598,"short_email","personalized",2,"Wednesday","FR",4
749277,"long_email","personalized",6,"Saturday","US",1
56256,"long_email","generic",13,"Thursday","US",6
223019,"short_email","personalized",11,"Thursday","US",0
548445,"short_email","personalized",4,"Monday","US",7
586975,"long_email","generic",8,"Thursday","US",1
129777,"short_email","personalized",14,"Tuesday","FR",0
454661,"short_email","personalized",9,"Saturday","US",7
627691,"long_email","personalized",12,"Wednesday","FR",2
12660,"short_email","generic",11,"Thursday","UK",2
660545,"short_email","personalized",6,"Friday","US",9
555839,"long_email","personalized",2,"Tuesday","US",7
342821,"short_email","generic",3,"Saturday","UK",3
225728,"short_email","generic",11,"Wednesday","US",5
165732,"long_email","generic",16,"Tuesday","US",5
739099,"short_email","personalized",9,"Tuesday","UK",2
401462,"short_email","personalized",18,"Friday","ES",11
835105,"long_email","personalized",9,"Sunday","US",3
296400,"short_email","personalized",13,"Sunday","ES",5
990461,"long_email","personalized",1,"Tuesday","US",4
307827,"short_email","generic",13,"Wednesday","FR",6
497801,"short_email","generic",7,"Wednesday","US",4
71164,"short_email","personalized",15,"Saturday","UK",6
871921,"short_email","personalized",14,"Thursday","US",2
254624,"short_email","generic",7,"Tuesday","FR",1
528440,"short_email","generic",12,"Sunday","US",0
60426,"long_email","generic",7,"Sunday","FR",6
845978,"short_email","generic",14,"Tuesday","US",1
657227,"long_email","personalized",13,"Monday","US",5
717998,"short_email","personalized",5,"Wednesday","US",3
292337,"short_email","personalized",7,"Sunday","ES",1
536478,"short_email","personalized",5,"Tuesday","US",1
901457,"long_email","personalized",8,"Monday","US",4
956316,"short_email","generic",8,"Friday","ES",0
568313,"long_email","generic",8,"Monday","UK",4
64692,"long_email","generic",6,"Thursday","US",2
405144,"long_email","personalized",4,"Wednesday","US",2
516996,"long_email","generic",7,"Friday","ES",11
379515,"short_email","personalized",5,"Tuesday","US",8
937875,"short_email","personalized",7,"Thursday","US",0
681652,"short_email","generic",2,"Friday","US",4
962495,"short_email","generic",4,"Thursday","FR",5
648700,"short_email","generic",16,"Friday","US",0
537024,"short_email","generic",9,"Thursday","UK",0
378429,"long_email","generic",7,"Monday","ES",6
529304,"long_email","generic",12,"Thursday","US",9
973706,"short_email","generic",9,"Wednesday","US",5
757492,"short_email","generic",7,"Friday","US",2
122540,"short_email","generic",10,"Monday","UK",4
436828,"short_email","personalized",8,"Monday","US",0
556271,"long_email","personalized",12,"Saturday","US",8
847324,"short_email","generic",11,"Tuesday","UK",1
35943,"long_email","personalized",3,"Sunday","UK",14
166691,"long_email","generic",9,"Wednesday","US",0
700684,"short_email","personalized",12,"Monday","UK",8
854685,"long_email","generic",14,"Saturday","UK",2
941776,"short_email","personalized",6,"Tuesday","ES",6
976248,"long_email","personalized",6,"Wednesday","FR",8
138447,"short_email","generic",12,"Thursday","UK",6
815591,"short_email","personalized",11,"Tuesday","US",4
266009,"long_email","generic",3,"Friday","US",1
538971,"long_email","personalized",9,"Sunday","US",0
222574,"long_email","personalized",4,"Tuesday","FR",4
212509,"long_email","generic",9,"Friday","US",1
